TicketDatetime,TicketNumber,TicketType,Statute,Description,Sex,Race,Ethnicity,Age,LocNumber,LocPrefix,LocStreet,LocType,LocSuffix,XLocPrefix,XLocStreet,XLocType,XLocSuffix,PersonnelRace,PersonnelSex,PersonnelAge,PersonnelYears,PersonnelEthnicity
6/29/2023,659667,Traffic,32-710,FAIL TO STOP,Female,White,Non Hispanic,22,,E,ROBINSON,ST,,,60TH,AVE,NE,White,Male,23,0,Non Hispanic
7/12/2023,W276812,Warning,32-502,IMP EQUIP/CARS,Female,White,Non Hispanic,21,,E,LINDSEY,ST,,,CREEKSIDE,DR,,White,Male,23,0,Non Hispanic
7/12/2023,659675,Traffic,32-409,DR W/O LICENSE,Female,White,Non Hispanic,21,,E,LINDSEY,ST,,,CREEKSIDE,DR,,White,Male,23,0,Non Hispanic
7/12/2023,659676,Traffic,32-608,SEATBELT VIOL,Female,White,Non Hispanic,21,,E,LINDSEY,ST,,,CREEKSIDE,DR,,White,Male,23,0,Non Hispanic
10/8/2023,W278703,Warning,32-410,IMP REGISTRATION,Female,White,Non Hispanic,27,,,24TH,AVE,NW,,TEE,DR,,White,Male,23,0,Non Hispanic
7/18/2023,659678,Traffic,32-410,IMP REGISTRATION,Male,White,,24,,E,LINDSEY,ST,,,12TH,AVE,SE,White,Male,23,0,Non Hispanic
7/18/2023,659677,Traffic,32-902,SPEEDING,Male,White,Non Hispanic,24,6409,E,STATE HWY 9,HWY,,,,,,White,Male,23,0,Non Hispanic
8/8/2023,659942,Traffic,32-427,FTY - EMERGENCY VEH,Male,White,,34,,E,STATE HWY 9,HWY,,,36TH,AVE,SE,White,Male,23,0,Non Hispanic
7/12/2023,W276813,Warning,32-410,IMP REGISTRATION,Female,Black,Unknown,24,,E,LINDSEY,ST,,,OAKHURST,AVE,,White,Male,23,0,Non Hispanic
10/25/2023,660652,Traffic,32-402A,FAIL DEV TIME/ATTEN,Male,White,Non Hispanic,28,,N,BERRY,RD,,W,ROBINSON,ST,,White,Male,23,0,Non Hispanic
8/10/2023,659947,Traffic,32-901,EXC SPEEDING,Male,White,Unknown,21,5400,E,STATE HWY 9,HWY,,,,,,White,Male,23,0,Non Hispanic
12/29/2023,278724,Warning,32-902,SPEEDING,Female,White,,25,327,E,STATE HWY 9,HWY,,,,,,White,Male,23,0,Non Hispanic
7/31/2023,648386,Traffic,32-902,SPEEDING,Male,White,Hispanic,29,,N,PORTER,AVE,,E,ROCK CREEK,RD,,White,Male,23,0,Non Hispanic
7/31/2023,648385,Traffic,32-409,DR W/O LICENSE,Male,White,Hispanic,29,,N,PORTER,AVE,,E,ROCK CREEK,RD,,White,Male,23,0,Non Hispanic
12/3/2023,W271871,Warning,32-502,IMP EQUIP/CARS,Female,White,,54,4056,,12TH,AVE,NE,,,,,White,Male,23,0,Non Hispanic
12/31/2023,270653,Warning,32-410,IMP REGISTRATION,Male,White,Non Hispanic,52,1742,,36TH,AVE,NW,,,,,White,Male,23,0,Non Hispanic
12/13/2023,660953,Traffic,32-410,IMP REGISTRATION,Female,Black,Unknown,43,1510,,36TH,AVE,NW,,,,,White,Male,23,0,Non Hispanic
6/22/2023,W276806,Warning,32-608,SEATBELT VIOL,Female,White,,51,,W,LINDSEY,ST,,,I35 NB ON RAMP 108B,RAMP,,White,Male,23,0,Non Hispanic
11/30/2023,660951,Traffic,32-402A,FAIL DEV TIME/ATTEN,Female,White,Unknown,66,,W,ROBINSON,ST,,,WOODS,AVE,,White,Male,23,0,Non Hispanic
11/30/2023,660952,Traffic,32-409,DR W/O LICENSE,Female,White,Unknown,66,,W,ROBINSON,ST,,,WOODS,AVE,,White,Male,23,0,Non Hispanic
12/29/2023,272710,Warning,32-502,IMP EQUIP/CARS,Male,White,Non Hispanic,56,,,CASTRO,ST,,S,PONCA,AVE,,White,Male,21,0,
12/21/2023,272703,Warning,32-710,FAIL TO STOP,Male,White,Non Hispanic,46,,,24TH AVE SE / GLEN OAKS DR,,,,,,,White,Male,21,0,
12/20/2023,640939,Traffic,32-901,EXC SPEEDING,Male,White,Non Hispanic,60,,W,LINDSEY,ST,,,ELM,AVE,,White,Male,21,0,
12/31/2023,272712,Warning,32-439,FAIL TO SIGNAL,Male,White,Non Hispanic,28,,N,PORTER,AVE,,E,JOHNSON,ST,,White,Male,21,0,
12/28/2023,272709,Warning,32-502,IMP EQUIP/CARS,Male,Unknown,,25,,N,PORTER,AVE,,E,ROBINSON,ST,,White,Male,21,0,
12/20/2023,W272702,Warning,32-410,IMP REGISTRATION,Male,White,,22,,,GARFIELD,AVE,,E,LINDSEY,ST,,White,Male,21,0,
12/16/2023,W272700,Warning,32-710,FAIL TO STOP,Male,Unknown,,26,,,BILOXI,DR,,,BEAUMONT,ST,,White,Male,21,0,
12/28/2023,272708,Warning,32-502,IMP EQUIP/CARS,Female,Unknown,,18,,E,ROBINSON,ST,,N,JONES,AVE,,White,Male,21,0,
12/29/2023,272711,Warning,32-502,IMP EQUIP/CARS,Male,White,Unknown,18,,,CRESTLAND,DR,,,ALAMEDA,ST,,White,Male,21,0,
12/23/2023,272705,Warning,32-420,IMP LANE USE,Male,Other,Non Hispanic,28,,W,MAIN,ST,,,24TH,AVE,NW,White,Male,21,0,
12/27/2023,W272706,Warning,32-502,IMP EQUIP/CARS,Male,Unknown,,21,,E,LINDSEY,ST,,,JENKINS,AVE,,White,Male,21,0,
12/27/2023,W272707,Warning,32-410,IMP REGISTRATION,Male,Unknown,,21,,E,LINDSEY,ST,,,JENKINS,AVE,,White,Male,21,0,
12/22/2023,272704,Warning,32-502,IMP EQUIP/CARS,Male,Black,,18,,,CLASSEN,BLVD,,E,BOYD,ST,,White,Male,21,0,
12/17/2023,W272701,Warning,32-502,IMP EQUIP/CARS,Male,White,,26,,,CLASSEN,BLVD,,,KEITH,ST,,White,Male,21,0,
12/19/2023,W272800,Warning,32-439,FAIL TO SIGNAL,Female,White,Non Hispanic,18,,W,ROBINSON,ST,,,24TH,AVE,NW,White,Male,23,0,
12/25/2023,660986,Traffic,32-901,EXC SPEEDING,Female,White,Unknown,22,2200,W,LINDSEY,ST,,,,,,White,Male,23,0,
12/18/2023,639625,Traffic,32-902,SPEEDING,Male,White,Unknown,27,,W,MAIN,ST,,N,BERRY,RD,,White,Male,23,0,
12/18/2023,W227762,Warning,32-902,SPEEDING,Male,Black,,31,1300,W,LINDSEY,ST,,,,,,White,Male,23,0,
12/21/2023,272802,Warning,32-439,FAIL TO SIGNAL,Male,White,,34,,,WOODS,AVE,,W,ROBINSON,ST,,White,Male,23,0,
12/20/2023,W272801,Warning,32-502,IMP EQUIP/CARS,Male,White,,44,,W,MAIN,ST,,S,BERRY,RD,,White,Male,23,0,
12/19/2023,W227763,Warning,32-710,FAIL TO STOP,Male,White,Non Hispanic,61,,W,SYMMES,ST,,S,FLOOD,AVE,,White,Male,23,0,
12/16/2023,W270428,Warning,32-901,EXC SPEEDING,Male,White,,42,1246,,24TH,AVE,SW,,,,,White,Male,25,0,
12/28/2023,271084,Warning,32-901,EXC SPEEDING,Female,White,,57,4000,,CLASSEN,BLVD,,,,,,White,Male,25,0,
7/12/2023,659674,Traffic,32-709,FAIL TO YIELD,Female,White,Non Hispanic,65,,,36TH,AVE,NE,E,ROBINSON,ST,,White,Male,23,0,Non Hispanic
12/22/2023,278715,Warning,32-410,IMP REGISTRATION,Male,White,Non Hispanic,70,257,W,ROBINSON,ST,,,,,,White,Male,23,0,Non Hispanic
12/28/2023,278716,Warning,32-410,IMP REGISTRATION,Female,White,,73,134,,ED NOBLE,PKWY,,,,,,White,Male,23,0,Non Hispanic
12/31/2023,270654,Warning,32-410,IMP REGISTRATION,,,,66,1013,,36TH,AVE,NW,,,,,White,Male,23,0,Non Hispanic
10/14/2023,660560,Traffic,32-402A,FAIL DEV TIME/ATTEN,Male,White,Unknown,50,1115,,COLLEGE,AVE,,,,,,White,Male,23,0,Non Hispanic
11/16/2023,W271863,Warning,32-410,IMP REGISTRATION,Female,White,Non Hispanic,52,1400,,36TH,AVE,NW,,,,,White,Male,23,0,Non Hispanic
9/15/2023,648394,Traffic,32-410,IMP REGISTRATION,Female,Other,Hispanic,48,,E,MAIN,ST,,,12TH,AVE,NE,White,Male,23,0,Non Hispanic
9/22/2023,59035,Traffic,32-709,FAIL TO YIELD,Male,White,Unknown,69,320,N,PORTER,AVE,,,,,,White,Male,23,0,Non Hispanic
9/6/2023,648388,Traffic,32-402A,FAIL DEV TIME/ATTEN,Male,White,,79,,,W ROBINSON ST/I35,,,,,,,White,Male,23,0,Non Hispanic
10/14/2023,W278708,Warning,32-410,IMP REGISTRATION,Male,White,,63,600,W,STATE HWY 9,HWY,,,,,,White,Male,23,0,Non Hispanic
9/30/2023,660556,Traffic,32-410,IMP REGISTRATION,Male,Black,Non Hispanic,62,1113,,12TH,AVE,SE,,,,,White,Male,23,0,Non Hispanic
7/31/2023,648387,Traffic,32-901,EXC SPEEDING,Female,White,Non Hispanic,53,,N,PORTER,AVE,,E,ROCK CREEK,RD,,White,Male,23,0,Non Hispanic
12/28/2023,278714,Warning,32-904,SPEED UNREASONABLE,Female,Asian,Unknown,85,3611,,HAMPTON,CT,,,,,,White,Male,23,0,Non Hispanic
6/29/2023,659665,Traffic,32-709,FAIL TO YIELD,Female,White,Unknown,80,,,36TH,AVE,NE,E,ROBINSON,ST,,White,Male,23,0,Non Hispanic
12/21/2023,660957,Traffic,32-436,FTY - LEFT TURN,Male,White,Non Hispanic,81,,W,ROBINSON,ST,,,24TH,AVE,NW,White,Male,23,0,Non Hispanic
