TicketDatetime,TicketNumber,TicketType,Statute,Description,Sex,Race,Ethnicity,Age,LocNumber,LocPrefix,LocStreet,LocType,LocSuffix,XLocPrefix,XLocStreet,XLocType,XLocSuffix,PersonnelRace,PersonnelSex,PersonnelAge,PersonnelYears,PersonnelEthnicity
09/28/2022 21:48:00,W250658,Warning,M20-602,IMP EQUIP/CARS,Male,White,,45,,W,TECUMSEH,RD,,N,FLOOD,AVE,,White,Male,22,0,Non Hispanic
09/29/2022 12:35:00,W250660,Warning,M20-538,IMP LANE CHANGE,Male,White,Non Hispanic,27,,,MOUNT WILLIAMS,DR,,,24TH,AVE,NW,White,Male,22,0,Non Hispanic
09/29/2022 01:02:00,W250661,Warning,M20-602,IMP EQUIP/CARS,Male,White,Non Hispanic,63,,,STUBBEMAN,AVE,,W,ROBINSON,ST,,White,Male,22,0,Non Hispanic
09/29/2022 12:22:00,W250659,Warning,M20-602,IMP EQUIP/CARS,Male,Black,Unknown,23,,W,ROBINSON,ST,,,BERRY,RD,,White,Male,22,0,Non Hispanic
09/30/2022 03:22:00,W250662,Warning,M20-602,IMP EQUIP/CARS,Male,White,,28,,,24TH,AVE,SE,E,LINDSEY,ST,,White,Male,22,0,Non Hispanic
10/08/2022 03:04:00,W250665,Warning,M20-602,IMP EQUIP/CARS,Male,White,,54,4232,E,STATE HWY 9,HWY,,,,,,White,Male,22,0,Non Hispanic
10/08/2022 03:28:00,W250666,Warning,M20-602,IMP EQUIP/CARS,Female,White,Unknown,22,2580,E,STATE HWY 9,HWY,,,,,,White,Male,22,0,Non Hispanic
10/12/2022 11:07:00,W250667,Warning,M20-1103,DIS TRAF CONT DEV,Female,White,Unknown,44,,N,WEBSTER,AVE,,W,MAIN,ST,,White,Male,22,0,Non Hispanic
10/13/2022 11:58:00,W250672,Warning,M20-602,IMP EQUIP/CARS,Female,White,,18,,,24TH,AVE,NW,W,MAIN,ST,,White,Male,22,0,Non Hispanic
10/13/2022 11:16:00,W250671,Warning,M20-510,IMP REGISTRATION,Female,Unknown,,24,,W,ROBINSON,ST,,N,FLOOD,AVE,,White,Male,22,0,Non Hispanic
10/13/2022 01:20:00,W250669,Warning,M20-602,IMP EQUIP/CARS,Male,White,,18,,N,FLOOD,AVE,,W,ROBINSON,ST,,White,Male,22,0,Non Hispanic
10/13/2022 03:56:00,W250670,Warning,M20-602,IMP EQUIP/CARS,Male,White,Hispanic,40,2700,W,LINDSEY,ST,,,,,,White,Male,22,0,Non Hispanic
10/13/2022 12:03:00,W250668,Warning,M20-1103,DIS TRAF CONT DEV,Male,Unknown,Unknown,23,,W,MAIN,ST,,,24TH,AVE,SW,White,Male,22,0,Non Hispanic
10/18/2022 08:06:00,58075,Traffic,M20-510,IMP REGISTRATION,Male,White,,23,,,12TH,AVE,NW,W,INDIAN HILLS,RD,,White,Male,22,0,Non Hispanic
10/19/2022 12:36:00,68065,Traffic,M20-502A,FAIL DEV TIME/ATTEN,Female,White,Non Hispanic,56,,,12TH,AVE,NE,E,TECUMSEH,RD,,White,Male,22,0,Non Hispanic
10/19/2022 07:44:00,W250673,Warning,M20-1103,DIS TRAF CONT DEV,Male,White,Non Hispanic,61,2800,E,ROCK CREEK,RD,,,,,,White,Male,22,0,Non Hispanic
10/19/2022 10:32:00,W250674,Warning,M20-602,IMP EQUIP/CARS,Male,White,Non Hispanic,85,,,NORTHCLIFF,AVE,,E,ROBINSON,ST,,White,Male,22,0,Non Hispanic
10/20/2022 14:15:00,W250675,Warning,M20-510,IMP REGISTRATION,Female,White,Unknown,29,,,12TH,AVE,SE,E,LINDSEY,ST,,White,Male,22,0,Non Hispanic
10/21/2022 11:38:00,W250851,Warning,M20-602,IMP EQUIP/CARS,Female,Black,Non Hispanic,25,,E,TECUMSEH,RD,,,VIA,CIR,,White,Male,22,0,Non Hispanic
10/26/2022 12:05:00,58067,Traffic,M20-810,FAIL TO STOP,Female,White,Unknown,76,,S,WEBSTER,AVE,,W,EUFAULA,ST,,White,Male,22,0,Non Hispanic
10/26/2022 13:18:00,58068,Traffic,M20-508,FOLLOWING TOO CLOSE,Male,White,Unknown,29,,N,JONES,AVE,,E,ROBINSON,ST,,White,Male,22,0,Non Hispanic
10/27/2022 09:58:00,58069,Traffic,M20-1109,DIS TRAF SIG/RED,Male,White,Unknown,82,,N,FLOOD,AVE,,W,TECUMSEH,RD,,White,Male,22,0,Non Hispanic
10/25/2022 15:16:00,58066,Traffic,M20-543,NO INSURANCE VERIF,Male,White,Non Hispanic,32,144,N,FLOOD,AVE,,,,,,White,Male,22,0,Non Hispanic
10/25/2022 15:16:00,W250854,Warning,M20-510,IMP REGISTRATION,Male,White,Non Hispanic,32,144,N,FLOOD,AVE,,,,,,White,Male,22,0,Non Hispanic
10/28/2022 14:04:00,58070,Traffic,M20-502A,FAIL DEV TIME/ATTEN,Male,White,Non Hispanic,17,,N,PETERS,AVE,,E,ROBINSON,ST,,White,Male,22,0,Non Hispanic
10/25/2022 10:54:00,W250852,Warning,M20-510,IMP REGISTRATION,Male,White,Non Hispanic,60,,W,MAIN,ST,,,36TH,AVE,NW,White,Male,22,0,Non Hispanic
10/25/2022 14:36:00,W250853,Warning,M20-538,IMP LANE CHANGE,Male,White,,69,,N,BERRY,RD,,W,MAIN,ST,,White,Male,22,0,Non Hispanic
10/26/2022 12:47:00,W250855,Warning,M20-510,IMP REGISTRATION,Male,White,,45,,E,HAYES,ST,,N,PORTER,AVE,,White,Male,22,0,Non Hispanic
10/28/2022 10:25:00,W250856,Warning,M20-510,IMP REGISTRATION,Male,White,,60,,N,CARTER,AVE,,E,ROBINSON,ST,,White,Male,22,0,Non Hispanic
11/01/2022 19:43:00,58071,Traffic,M20-510,IMP REGISTRATION,Female,White,,61,,,FAY,AVE,,W,ROBINSON,ST,,White,Male,22,0,Non Hispanic
11/02/2022 07:37:00,W250857,Warning,M20-602,IMP EQUIP/CARS,Male,White,,61,,E,ROCK CREEK,RD,,,12TH,AVE,NE,White,Male,22,0,Non Hispanic
11/03/2022 13:27:00,W250858,Warning,M20-510,IMP REGISTRATION,Female,White,,60,,,12TH,AVE,SE,E,LINDSEY,ST,,White,Male,22,0,Non Hispanic
11/10/2022 12:17:00,58074,Traffic,M20-509C2,DUS,Male,White,Non Hispanic,51,1491,,ALAMEDA,ST,,,,,,White,Male,22,0,Non Hispanic
11/10/2022 14:29:00,58072,Traffic,M20-534,IMP LEFT TURN/2WY RD,Male,White,Non Hispanic,58,,,PALOMA,PL,,,12TH,AVE,NE,White,Male,22,0,Non Hispanic
11/10/2022 10:30:00,58073,Traffic,M20-509,DR W/O LICENSE,Male,White,Hispanic,28,,E,HIMES,ST,,N,CRAWFORD,AVE,,White,Male,22,0,Non Hispanic
11/13/2022 22:59:00,W250859,Warning,M20-602,IMP EQUIP/CARS,Male,White,,29,,,BRIAR PATCH,WAY,,E,LINDSEY,ST,,White,Male,22,0,Non Hispanic
11/14/2022 22:46:00,W250860,Warning,M20-602,IMP EQUIP/CARS,Male,White,,53,,,CLASSEN BLVD/E STATE HWY 9,,,,,,,White,Male,22,0,Non Hispanic
11/14/2022 23:47:00,W250861,Warning,M20-602,IMP EQUIP/CARS,Male,White,Non Hispanic,19,,,ALAMEDA,ST,,S,PORTER,AVE,,White,Male,22,0,Non Hispanic
11/15/2022 12:25:00,W250862,Warning,M20-602,IMP EQUIP/CARS,Male,White,Non Hispanic,59,,,151 12TH AVE SE,,,,,,,White,Male,22,0,Non Hispanic
11/20/2022 18:39:00,W250863,Warning,M20-510,IMP REGISTRATION,Female,White,Non Hispanic,43,,,OAK TREE,AVE,,E,CONSTITUTION,ST,,White,Male,22,0,Non Hispanic
11/20/2022 22:34:00,W250864,Warning,M20-602,IMP EQUIP/CARS,Male,White,,47,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,22,0,Non Hispanic
11/21/2022 00:22:00,W250865,Warning,M20-510,IMP REGISTRATION,Male,Unknown,,20,,,12TH,AVE,SE,,ALAMEDA,ST,,White,Male,22,0,Non Hispanic
11/22/2022 17:30:00,W250866,Warning,M20-509,DR W/O LICENSE,,,,15,,W,LINDSEY,ST,,,MCGEE,DR,,White,Male,22,0,Non Hispanic
11/22/2022 17:30:00,58376,Traffic,M20-511,IMP BACKING,,,,15,,W,LINDSEY,ST,,,MCGEE,DR,,White,Male,22,0,Non Hispanic
11/22/2022,58380,Traffic,M20-525,ALLOW UNAUTH DRIVER,,,,49,,W,LINDSEY,ST,,,MCGEE,DR,,White,Male,22,0,Non Hispanic
11/30/2022 17:57:00,58379,Traffic,M20-508,FOLLOWING TOO CLOSE,,,,20,,S,BERRY,RD,,W,LINDSEY,ST,,White,Male,22,0,Non Hispanic
11/29/2022 22:53:00,W250867,Warning,M20-602,IMP EQUIP/CARS,Male,White,Non Hispanic,83,2120,,24TH,AVE,NW,,,,,White,Male,22,0,Non Hispanic
11/30/2022 17:32:00,W250868,Warning,M20-602,IMP EQUIP/CARS,Male,White,Non Hispanic,61,,N,FLOOD,AVE,,W,ROBINSON,ST,,White,Male,22,0,Non Hispanic
11/30/2022 19:28:00,W250869,Warning,M20-602,IMP EQUIP/CARS,Female,Black,,22,250,,24TH,AVE,NW,,,,,White,Male,22,0,Non Hispanic
12/02/2022 18:23:00,W250870,Warning,M20-508,FOLLOWING TOO CLOSE,Male,White,Unknown,45,,,12TH,AVE,SE,E,LINDSEY,ST,,White,Male,22,0,Non Hispanic
12/02/2022 21:42:00,W250871,Warning,M20-602,IMP EQUIP/CARS,Male,White,Non Hispanic,59,,E,CEDAR LANE,RD,,,12TH,AVE,SE,White,Male,22,0,Non Hispanic
12/03/2022 00:15:00,W250872,Warning,M20-810,FAIL TO STOP,Male,Unknown,,19,,E,IMHOFF,RD,,,CLASSEN,BLVD,,White,Male,22,0,Non Hispanic
12/09/2022 12:37:00,58381,Traffic,M20-510,IMP REGISTRATION,Male,White,,31,,,CHAUTAUQUA,AVE,,W,STATE HWY 9,HWY,,White,Male,22,0,Non Hispanic
12/06/2022 14:34:00,W250873,Warning,M20-602,IMP EQUIP/CARS,Male,White,Unknown,65,,,SONOMA PARK,DR,,E,ROBINSON,ST,,White,Male,22,0,Non Hispanic
12/06/2022 15:18:00,W250874,Warning,M20-510,IMP REGISTRATION,Female,White,,25,2300,,12TH,AVE,NE,,,,,White,Male,22,0,Non Hispanic
12/06/2022 21:11:00,W250875,Warning,M20-602,IMP EQUIP/CARS,Male,Black,,37,,N,FLOOD,AVE,,W,ROBINSON,ST,,White,Male,22,0,Non Hispanic
12/08/2022 16:25:00,W245901,Warning,M20-510,IMP REGISTRATION,Male,White,Unknown,65,1320,,24TH,AVE,NW,,,,,White,Male,22,0,Non Hispanic
12/14/2022 16:25:00,58382,Traffic,M20-502A,FAIL DEV TIME/ATTEN,Male,White,Unknown,25,,W,ROBINSON,ST,,,CROSSROADS,BLVD,,White,Male,22,0,Non Hispanic
12/14/2022 14:57:00,W245902,Warning,M20-509,DR W/O LICENSE,Female,White,,58,3501,,36TH,AVE,NW,,,,,White,Male,22,0,Non Hispanic
12/16/2022 19:00:00,W245903,Warning,M20-510,IMP REGISTRATION,Female,White,Unknown,66,,E,GRAY,ST,,N,PORTER,AVE,,White,Male,22,0,Non Hispanic
12/16/2022 19:39:00,W245905,Warning,M20-510,IMP REGISTRATION,Male,White,Non Hispanic,30,,,12TH,AVE,NE,E,MAIN,ST,,White,Male,22,0,Non Hispanic
12/18/2022 13:04:00,W245906,Warning,M20-510,IMP REGISTRATION,Male,White,,43,,N,PETERS,AVE,,E,ROBINSON,ST,,White,Male,22,0,Non Hispanic
12/18/2022 20:51:00,W245907,Warning,M20-809,FAIL TO YIELD,,,,29,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,22,0,Non Hispanic
12/19/2022 17:32:00,W245908,Warning,M20-510,IMP REGISTRATION,Male,White,,21,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,22,0,Non Hispanic
12/19/2022 18:58:00,W245909,Warning,M20-602,IMP EQUIP/CARS,Male,White,Unknown,25,,E,LINDSEY,ST,,,12TH,AVE,SE,White,Male,22,0,Non Hispanic
12/23/2022 13:25:00,58386,Traffic,M20-537,FTY - LEFT TURN,Male,Other,Hispanic,27,,E,MAIN,ST,,,12TH,AVE,NE,White,Male,22,0,Non Hispanic
12/23/2022 13:25:00,58387,Traffic,M20-543,NO INSURANCE VERIF,Male,Other,Hispanic,27,,E,MAIN,ST,,,12TH,AVE,NE,White,Male,22,0,Non Hispanic
12/23/2022 13:25:00,58385,Traffic,20-509A,DR W/O DL IN POSSESSION,Male,Other,Hispanic,27,,W,MAIN,ST,,,24TH,AVE,NW,White,Male,22,0,Non Hispanic
12/23/2022 18:14:00,58388,Traffic,M20-509,DR W/O LICENSE,Male,White,Hispanic,32,,,INTERSTATE,DR,,,PARKWAY,DR,,White,Male,22,0,Non Hispanic
12/24/2022 17:15:00,W245910,Warning,M20-1103,DIS TRAF CONT DEV,Female,White,Non Hispanic,63,,,CLASSEN BLVD/E STATE HWY 9,,,,,,,White,Male,22,0,Non Hispanic
12/26/2022 13:20:00,W245911,Warning,M20-510,IMP REGISTRATION,Male,White,Unknown,70,1919,W,STATE HWY 9,HWY,,,,,,White,Male,22,0,Non Hispanic
12/27/2022 04:50:00,W247222,Warning,M20-1002,SPEEDING,Male,Black,Unknown,26,,E,FRANKLIN,RD,,,24TH,AVE,NE,White,Male,29,0,
12/27/2022 04:50:00,W247223,Warning,M20-510,IMP REGISTRATION,Male,Black,Unknown,26,,E,FRANKLIN,RD,,,24TH,AVE,NE,White,Male,29,0,
12/26/2022 01:14:00,W247218,Warning,M20-810,FAIL TO STOP,,,,23,300,W,SYMMES,ST,,,,,,White,Male,29,0,
12/26/2022 23:23:00,W247219,Warning,M20-1002,SPEEDING,Male,White,Unknown,23,,W,LINDSEY,ST,,S,LAHOMA,AVE,,White,Male,29,0,
12/26/2022 23:56:00,W247220,Warning,M20-1002,SPEEDING,Male,Black,,22,,E,SYMMES,ST,,S,PORTER,AVE,,White,Male,29,0,
12/26/2022 23:56:00,W247221,Warning,M20-510,IMP REGISTRATION,Male,Black,,22,,E,SYMMES,ST,,S,PORTER,AVE,,White,Male,29,0,
12/25/2022 23:56:00,W247216,Warning,M20-1002,SPEEDING,,,,30,,E,BOYD,ST,,,12TH,AVE,SE,White,Male,29,0,
12/25/2022 23:56:00,W247217,Warning,M20-510,IMP REGISTRATION,,,,30,,E,BOYD,ST,,,12TH,AVE,SE,White,Male,29,0,
12/20/2022 07:40:00,W247209,Warning,M20-1002,SPEEDING,Female,White,,46,,E,ROBINSON,ST,,,12TH,AVE,NE,White,Male,29,0,
12/20/2022 08:44:00,W247210,Warning,M20-1002,SPEEDING,Male,White,Unknown,19,,E,ROBINSON,ST,,,12TH,AVE,NE,White,Male,29,0,
12/24/2022 22:25:00,W247212,Warning,M20-1002,SPEEDING,Female,White,Non Hispanic,25,,W,BOYD,ST,,S,FLOOD,AVE,,White,Male,29,0,
12/24/2022 22:44:00,W247213,Warning,M20-1002,SPEEDING,Male,White,,18,,E,LINDSEY,ST,,,CLASSEN,BLVD,,White,Male,29,0,
12/25/2022 00:58:00,W247215,Warning,M20-543,NO INSURANCE VERIF,Female,Black,Unknown,46,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,29,0,
12/25/2022 00:58:00,W247214,Warning,M20-510,IMP REGISTRATION,Female,Black,Unknown,46,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,29,0,
12/25/2022 00:58:00,58555,Traffic,M20-509C2,DUS,Female,Black,Unknown,46,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,29,0,
12/22/2022 13:55:00,58554,Traffic,M20-502B,CARELESS DRIVING,Male,White,Non Hispanic,37,,,24TH,AVE,NW,W,ROBINSON,ST,,White,Male,29,0,
12/18/2022 22:22:00,W247203,Warning,M20-1002,SPEEDING,Female,White,Non Hispanic,20,,E,LINDSEY,ST,,,12TH,AVE,SE,White,Male,29,0,
12/18/2022 22:42:00,W247204,Warning,M20-1109,DIS TRAF SIG/RED,Male,Black,,23,,,12TH,AVE,SE,,WOODCREEK,DR,,White,Male,29,0,
12/19/2022 04:50:00,W247205,Warning,M20-1002,SPEEDING,Female,White,Hispanic,24,,E,ROBINSON,ST,,N,PORTER,AVE,,White,Male,29,0,
12/19/2022 22:45:00,W247207,Warning,M20-1001,EXC SPEEDING,Female,White,Unknown,52,,S,PORTER,AVE,,,ALAMEDA,ST,,White,Male,29,0,
12/19/2022 22:00:00,W247206,Warning,M20-1002,SPEEDING,,,,21,,,CLASSEN,BLVD,,E,LINDSEY,ST,,White,Male,29,0,
12/19/2022 23:50:00,58553,Traffic,M20-543,NO INSURANCE VERIF,Male,Black,,31,,E,CONSTITUTION,ST,,,JENKINS,AVE,,White,Male,29,0,
12/19/2022 23:50:00,W247208,Warning,M20-510,IMP REGISTRATION,Male,Black,,31,,E,CONSTITUTION,ST,,,JENKINS,AVE,,White,Male,29,0,
12/16/2022 22:00:00,W245523,Warning,M20-810,FAIL TO STOP,Male,White,,20,,,JENKINS,AVE,,E,BOYD,ST,,White,Male,29,0,
12/16/2022 23:30:00,W245524,Warning,M20-810,FAIL TO STOP,Male,White,,21,,,ELM,AVE,,W,BOYD,ST,,White,Male,29,0,
12/15/2022 11:27:00,W245521,Warning,M20-602,IMP EQUIP/CARS,Female,White,,38,,N,FLOOD,AVE,,W,ROCK CREEK,RD,,White,Male,29,0,
12/15/2022 11:27:00,W245522,Warning,M20-502A,FAIL DEV TIME/ATTEN,Female,White,,38,,N,FLOOD,AVE,,W,ROCK CREEK,RD,,White,Male,29,0,
